id,price_doc
30474,7916172.0
30475,18.1366539001
30476,6995741.5
30477,18.1366539001
30478,18.1366539001
30479,18.1366539001
30480,18.1366539001
30481,18.1366539001
30482,5893335.5
30483,18.1366539001
30484,18.1366539001
30485,18.1366539001
30486,18.1366539001
30487,18.1366539001
30488,18.1366539001
30489,18.1366539001
30490,18.1366539001
30491,18.1366539001
30492,18.1366539001
30493,23291492.0
30494,18.1366539001
30495,12602867.0
30496,18.1366539001
30497,18.1366539001
30498,6133136.5
30499,6233922.5
30500,13524892.0
30501,9648261.0
30502,18.1366539001
30503,9984549.0
30504,7258124.5
30505,8846933.0
30506,18.1366539001
30507,18.1366539001
30508,18.1366539001
30509,11650071.0
30510,10226565.0
30511,7645885.0
30512,8950238.0
30513,18.1366539001
30514,18.1366539001
30515,18.1366539001
30516,18.1366539001
30517,11134783.0
30518,13053256.0
30519,7844364.5
30520,18.1366539001
30521,9509853.0
30522,18.1366539001
30523,7324237.0
30524,10648539.0
30525,60712564.0
30526,18.1366539001
30527,18.1366539001
30528,7222405.5
30529,8275301.5
30530,8867164.0
30531,12868583.0
30532,18.1366539001
30533,12768285.0
30534,18.1366539001
30535,10226797.0
30536,18.1366539001
30537,8819952.0
30538,8971343.0
30539,18.1366539001
30540,10228419.0
30541,9070838.0
30542,18.1366539001
30543,6865962.5
30544,6195472.0
30545,10653037.0
30546,18.1366539001
30547,18.1366539001
30548,18.1366539001
30549,18.1366539001
30550,7110788.5
30551,18.1366539001
30552,18.1366539001
30553,10645265.0
30554,8679818.0
30555,18.1366539001
30556,11132858.0
30557,18.1366539001
30558,8840752.0
30559,10696546.0
30560,21977528.0
30561,10145640.0
30562,18.1366539001
30563,18.1366539001
30564,8942060.0
30565,18.1366539001
30566,18.1366539001
30567,18.1366539001
30568,11799748.0
30569,9632069.0
30570,8299505.5
30571,13493347.0
30572,18.1366539001
30573,10220309.0
30574,7841516.0
30575,18.1366539001
30576,18.1366539001
30577,6648827.5
30578,18.1366539001
30579,9993127.0
30580,8835800.0
30581,8975767.0
30582,15063945.0
30583,18.1366539001
30584,7400459.5
30585,18.1366539001
30586,8044852.0
30587,18.1366539001
30588,13307705.0
30589,9044484.0
30590,8900973.0
30591,9268617.0
30592,12892056.0
30593,18.1366539001
30594,18.1366539001
30595,9207445.0
30596,18.1366539001
30597,10220660.0
30598,10227061.0
30599,7241456.5
30600,18.1366539001
30601,7509055.0
30602,18.1366539001
30603,10235815.0
30604,7044607.5
30605,10219854.0
30606,10856629.0
30607,9553791.0
30608,18.1366539001
30609,18.1366539001
30610,18.1366539001
30611,18.1366539001
30612,6990181.0
30613,10029253.0
30614,18.1366539001
30615,5793347.5
30616,18.1366539001
30617,7372094.5
30618,6814098.5
30619,18.1366539001
30620,18.1366539001
30621,10534590.0
30622,33786892.0
30623,10017438.0
30624,18.1366539001
30625,18.1366539001
30626,9237221.0
30627,6607672.5
30628,10219715.0
30629,7045426.5
30630,18.1366539001
30631,18.1366539001
30632,18.1366539001
30633,18.1366539001
30634,12288409.0
30635,10227715.0
30636,8342372.5
30637,18.1366539001
30638,9682175.0
30639,14593992.0
30640,18.1366539001
30641,6245879.0
30642,8146093.5
30643,6950861.0
30644,10227223.0
30645,8346460.5
30646,6255641.5
30647,18.1366539001
30648,13554497.0
30649,18.1366539001
30650,7343730.5
30651,18.1366539001
30652,18.1366539001
30653,18.1366539001
30654,18.1366539001
30655,31347592.0
30656,18.1366539001
30657,7298890.5
30658,18.1366539001
30659,18.1366539001
30660,8150279.5
30661,18.1366539001
30662,9334102.0
30663,7205632.5
30664,18.1366539001
30665,18.1366539001
30666,18.1366539001
30667,18.1366539001
30668,10818659.0
30669,18.1366539001
30670,18.1366539001
30671,7277333.0
30672,31373076.0
30673,8930848.0
30674,7083115.5
30675,18.1366539001
30676,6318226.5
30677,9795072.0
30678,18.1366539001
30679,6581573.0
30680,18.1366539001
30681,18.1366539001
30682,8156419.0
30683,10229777.0
30684,9110753.0
30685,8278573.0
30686,18.1366539001
30687,18.1366539001
30688,18.1366539001
30689,29565210.0
30690,13554951.0
30691,8294159.0
30692,10842004.0
30693,19514568.0
30694,19448080.0
30695,9728055.0
30696,9796363.0
30697,13336801.0
30698,9320565.0
30699,6418409.5
30700,18.1366539001
30701,10227087.0
30702,8850857.0
30703,18.1366539001
30704,14238198.0
30705,26360688.0
30706,13555834.0
30707,18.1366539001
30708,18736692.0
30709,18.1366539001
30710,8330275.0
30711,18.1366539001
30712,18.1366539001
30713,10675686.0
30714,8860984.0
30715,18.1366539001
30716,10229379.0
30717,9549703.0
30718,9748342.0
30719,18.1366539001
30720,8709309.0
30721,8825212.0
30722,18.1366539001
30723,18.1366539001
30724,18.1366539001
30725,7468722.5
30726,8976631.0
30727,18.1366539001
30728,10120093.0
30729,18.1366539001
30730,5697293.5
30731,18.1366539001
30732,9481905.0
30733,6983519.5
30734,18.1366539001
